museum_reference,title,description,date,style_culture,image,interpretation,GenAIinterpretation,tokens_used,wordCount,GenAIwordCount,sentenceCount,GenAIsentenceCount,fleschReadingEase,genAIfleschReadingEase,mcalpineEFLAW,genAImcalpineEFLAW,flairSentiment,flairScore,GenAIflairSentiment,GenAIflairScore,vadarNeg,vadarPos,vadarNeu,vadarCompound,GenAIvadarNeg,GenAIvadarPos,GenAIvadarNeu,GenAIvadarCompound,countTermsDetected,terms,issues,sources,genAIcountTermsDetected,genAIterms,genAIissues,genAIsources
A.1912.188.1,Robe,"Robe of green cotton lined with blue, with bands of red and embroidered white silk on cuffs and hem, part of a woman's outfit: Tibet, Amdo, late 19th to early 20th century AD",Late 19th - early 20th century,Tibetan,A.1912.188.1.png,"Women in Amdo regularly wore spectacular outfits like this until the 1940s. The full outfit included a long back ornament with two side ornaments and a pair of hair covers. The robe here is of Chinese cotton, but a more usual robe would be a wool or sheepskin Tibetan chuba.","This green cotton robe, lined with blue and detailed with red and white silk embroidery, was worn by a woman in Amdo, Tibet, during the late 19th to early 20th century. Its vibrant colors and patterns reflect the regional identity and skill of Tibetan artisans. Imagine the life and celebrations that may have animated this garment, connecting its wearer to community and tradition.",1272,50,63,3,3,61.326333333333366,44.52000000000001,22.0,27.666666666666668,NEGATIVE,0.5539437532424927,POSITIVE,0.9999206066131592,0.0,0.037,0.963,0.1901,0.034,0.052,0.915,0.296,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
V.2009.213,Tsampa bag,"Tsampa bag of red leather, with drawstring mouth and striped fabric around middle, for carrying tsampa (roasted barley flour, staple Tibetan food): China, Sichuan Province, Garze Prefecture, Dege, Tibetan, c. 2003 AD",Early 21st century,Tibetan,V.2009.213.png,"When nomads strike camp, everything has to be packed up and strapped to an animal or to someone's back for the journey. As well as taking their personal possessions, nomads also use sturdy bags to carry tsampa (roast barley flour), which is a staple food in Tibet.","This red leather tsampa bag, decorated with vibrant stripes, was made by Tibetan people in Dege, Sichuan, China, around 2003. Designed to carry tsampa—roasted barley flour, a staple food in Tibetan culture—the bag is both practical and personal. Its colorful fabric band reflects local aesthetics, and its sturdy build hints at a life of travel across mountainous landscapes, providing nourishment and a sense of home.",1287,47,65,2,3,60.58250000000001,44.277179487179495,32.5,28.333333333333332,POSITIVE,0.9989520311355592,POSITIVE,0.9999560117721558,0.032,0.044,0.924,0.1531,0.0,0.053,0.947,0.5267,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
A.1907.438,Tea vessel,"Vessel of elm wood, tall cylinder with brass fittings and dragon-shaped handle, used for serving tea in a Tibetan Buddhist monastery: India, Ladakh, Hemis Monastery, Tibetan, 19th century AD",19th century,Tibetan,A.1907.438.png,Big vessels were needed in Tibetan monasteries for serving tea to the often large monastic populations. Tibetan tea made with yak butter and salt helped to sustain monks during lengthy rituals and meditations.,"This 19th-century Tibetan tea vessel, crafted from elm wood with brass fittings and a dragon-shaped handle, was used in the daily rituals of Hemis Monastery, Ladakh. Monks would gather, pouring steaming tea from vessels like this, sharing warmth, community, and spiritual practice. Notice the dragon handle—an ancient symbol of protection and power, connecting the ritual of tea to revered Himalayan traditions.",1270,33,61,2,3,41.39659090909092,35.02617486338801,22.0,26.0,POSITIVE,0.9997137188911438,POSITIVE,0.9995367527008056,0.0,0.0,1.0,0.0,0.0,0.177,0.823,0.9011,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
A.1897.320.16,Churn,"Churn for tea or butter, bamboo vessel with brass, rattan and iron bands, and carrying cord, and with unattached cane churning stick: Tibet, late 19th century AD",Late 19th century,Tibetan,A.1897.320.16.png,"In 1893, Annie Royle Taylor braved rugged terrain in her attempt to reach Lhasa the Tibetan capital. Forced to turn back just three days away from the city, she later returned to Tibet to continue her work as a missionary. The items here were used by Taylor to make fortifying yak butter tea.","This bamboo churn, banded with brass, rattan, and iron, was used in Tibet in the late 19th century to prepare tea or butter—staples of daily life. Its sturdy carrying cord hints at journeys across challenging landscapes. Imagine the rhythmic motion of the unattached cane stick, echoing through a Tibetan home, connecting families to centuries of tradition and hospitality.",1263,53,58,3,3,62.80144654088052,41.34959770114946,23.666666666666668,25.333333333333332,POSITIVE,0.9622272849082948,POSITIVE,0.9999738931655884,0.054,0.071,0.875,0.0,0.0,0.028,0.972,0.1531,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
A.1990.62 A,Teacup,"Cup of white jade, with straight sides flaring to mouth and short narrow footring, part of a set with silver stand and copper cover, used for drinking tea: Tibetan, late 19th century AD",Late 19th century,Tibetan,A.1990.62A.png,"Hospitality has long been a key feature of life in Tibet. Tableware crafted from precious materials such as jade and porcelain was used for serving tea to guests. Being a lavish host showed respect for the guest, while also displaying personal wealth.","This elegant white jade teacup, crafted in late 19th-century Tibet, once rested on a silver stand with a copper cover. Such cups were prized possessions, used in the ceremonial drinking of tea—a vital tradition in Tibetan culture. Gently flaring sides and a smooth, cool surface invite the touch, connecting us to the hands and rituals of those who treasured it over a century ago.",1270,42,64,3,3,59.68214285714288,50.35041666666669,18.666666666666668,28.0,POSITIVE,0.99873024225235,POSITIVE,0.9999550580978394,0.0,0.213,0.787,0.875,0.0,0.266,0.734,0.9531,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
A.1910.223 A,Pagor,"Pagor (headdress) consisting of cane and red cloth loops decorated with turquoise, coral and strings of pearl-like glass beads, with two attached human hair plaits, style of headdress worn by women in southern Tibet: Tibet, 19th century AD",19th century,Tibetan,A.1910.223A.png,"The amazing headdress, or pagor, dominates this outfit. It is decorated with coral, turquoise and glass beads that imitate pearls. The wearer would have secured the headdress with cords and hooks.","Pagor headdresses like this one were worn by Tibetan women in the 19th century, especially in southern Tibet. Carefully crafted from cane and red cloth, and richly decorated with turquoise, coral, glass beads, and human hair plaits, they expressed a woman’s regional identity, status, and ties to her community. Imagine the stories woven into each bead and braid—this pagor carries echoes of tradition, belief, and belonging, inviting you to look closer and reflect on the lives it once touched.",1300,31,79,3,3,68.08215053763442,44.10413502109708,13.0,34.0,POSITIVE,0.9934786558151244,POSITIVE,0.999913215637207,0.0,0.216,0.784,0.7717,0.026,0.109,0.865,0.7184,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
A.1897.266.3,Earring,"Earring, one of a pair, silver hoop with teardrop-shaped turquoise decorations, and pendant with coral beads and granulated metal decoration, worn by women: China, Tibet Autonomous Region, Lhasa, Tibetan, 19th century AD",19th century,Tibetan,A.1897.266.3.png,"The earrings worn by men and women indicated their wealth and rank, and could signal their occupation. Though other sources were used, turquoise from Iran and deep red Italian coral were highly prized. Precious stones and other materials were also imitated.","This 19th-century Tibetan earring was worn by women in Lhasa. Crafted from silver, it features a striking teardrop-shaped turquoise setting and coral beads. The intricate granulated metalwork reflects skilled artistry and the importance of jewellery in expressing identity, protection, and connection to the land. As you look closely, imagine the stories and traditions this earring once carried in daily life and celebration.",1276,41,62,3,4,54.71455284552849,38.27669354838713,16.666666666666668,20.5,POSITIVE,0.9831883311271667,POSITIVE,0.9999823570251464,0.044,0.217,0.739,0.8648,0.034,0.064,0.902,0.2263,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
K.1998.1279,Spoon,"Spoon of silver, stem decorated with engraved scale pattern, animal head terminus, and central rosette set with turquoise stone: India, West Bengal, Tibetan, 1938 AD",Mid 20th century,Tibetan,K.1998.1279.png,"Like nomads, Tibetans living in towns and cities carried implements on their belts. These practical items included decorated spoons and chopstick sets.","This ornate Tibetan silver spoon from 1938, crafted in West Bengal, blends artistry and tradition. The animal head at the handle’s end and the engraved scale pattern evoke sacred symbolism. A vibrant turquoise set in a central rosette suggests a spiritual significance, as turquoise is cherished in Tibetan culture. Imagine this spoon used in ritual or daily life, connecting hands past and present through beauty and belief. What stories do you see reflected in its gleaming surface?",1273,22,77,2,5,45.69727272727275,50.57023376623377,13.0,20.4,POSITIVE,0.988580048084259,POSITIVE,0.999942660331726,0.0,0.106,0.894,0.3612,0.0,0.153,0.847,0.9118,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
A.1909.449,Tobacco-pipe,"Tobacco-pipe with metal bowl, slender wooden stem, and glass mouthpiece imitating a dzi (patterned chalcedony bead): China, 19th to early 20th century, collected in Tibet",19th - early 20th century,Tibetan,A.1909.449.png,This snuff bottle and pipe are decorated with materials popular in Tibet. The pipe's mouthpiece is an imitation chalcedony bead or dzi. Patterned dzi are found in the ground and Tibetans have many explanations for their origin. One suggests that dzi are worms or insects which turn to stone when discovered.,"This Tibetan tobacco pipe, crafted in China during the 19th to early 20th century, was collected in Tibet. Its metal bowl, slender wooden stem, and glass mouthpiece—mimicking a prized dzi bead—blend artistry with daily ritual. Such pipes were more than tools; they accompanied moments of reflection and conversation, connecting people through shared tradition. Notice the intricate mouthpiece, echoing the value placed on ornamentation and material in Tibetan culture.",1287,51,68,4,4,59.52904411764709,35.309411764705914,17.5,21.0,POSITIVE,0.7308177351951599,POSITIVE,0.9999581575393676,0.0,0.053,0.947,0.4215,0.0,0.135,0.865,0.8316,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
A.1932.78,Pen-case,"Pen-case of brass with silver mount, openwork foliate designs on front and hexagons on reverse, and loop for suspension, and with separate cover, used to carry bamboo writing pen: Tibet, 19th to early 20th century AD",19th - early 20th century,Tibetan,A.1932.78.png,"In Tibet, reading and writing were essential for the study of Buddhist texts and for civil administration. Pen cases were a mark of status and learning.","This ornate Tibetan pen-case, crafted from brass with silver detailing, carried bamboo writing pens during the 19th and early 20th centuries. Its openwork foliate designs and hexagonal motifs reflect the artistry and care Tibetan writers once invested in everyday objects. Imagine the stories and sacred texts that such a case helped create, as it hung by its loop at a scholar's side, connecting personal creativity with the wider world.",1287,26,69,2,3,60.23230769230773,37.58565217391305,18.5,28.666666666666668,POSITIVE,0.996419072151184,POSITIVE,0.9999366998672484,0.0,0.0,1.0,0.0,0.0,0.11,0.89,0.7845,0,['No issues detected'],['No issues detected'],['No issues detected'],0,No issues detected,No issues detected,No issues detected
